what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330072793857
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330072794060
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330072795245
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1330072795994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072800565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072804777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1330072804855
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330072821812
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330072822717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072842935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072853683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072862029
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1330072866943
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330072867286
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1330072867661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072877114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072878003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072879454
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330072883791
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1330072892589
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1330072913181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072919250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072919999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072920654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072926597
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1330072928501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072929905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072930388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072930622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330072932151
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330072934631
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330072935037
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330072942135
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330072951246
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330072951246
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1330072953648
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330072953757
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330072955161
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330072955317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330073136262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330073575278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1330073596790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330073601907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330073603249
