what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1295428711353
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428714707
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428716142
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428716220
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428728747
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428768231
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428768309
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1295428770118
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428854022
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428879528
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428955173
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428955204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295428956265
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295429028963
opened,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1295429200267
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1295429200470
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1295429220953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295429224463
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295429227552
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.closeProject",1295429227567
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295429229377
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295429229517
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1295429230672
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.closeProject",1295429232871
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295429233230
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295429240375
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295429240453
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295429241420
